date,site,province,district,predicted_total_visitors,statistical_capacity,vli_score
2029-11-10,Mirissa (Whale Watching),Southern,Matara,98,208,47.12
2029-11-10,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,340,434,78.34
2029-11-10,Sigiriya Rock & Museum,Central,Matale,1513,2161,70.01
2029-11-10,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,451,192,234.9
2029-11-10,Temple of the Tooth (Kandy),Central,Kandy,1564,1398,111.87
2029-11-10,Udawalawe National Park,Uva,Monaragala,1817,854,212.76
2029-11-10,Wilpattu National Park,North_Western,Puttalam,1673,750,223.07
2029-11-10,Yala National Park,Southern,Hambantota,120,2133,5.63
2029-11-11,Adam's Peak (Sri Pada),Central,Nuwara Eliya,8,341,2.35
2029-11-11,Dambulla Cave Temple,Central,Matale,437,586,74.57
2029-11-11,Galle Fort,Southern,Galle,101,897,11.26
2029-11-11,Horton Plains (World's End),Central,Nuwara Eliya,192,270,71.11
2029-11-11,Jaffna Fort,Northern,Jaffna,1899,867,219.03
2029-11-11,Kaudulla National Park,North_Central,Polonnaruwa,600,622,96.46
2029-11-11,Knuckles Conservation Forest,Central,Matale,1857,846,219.5
2029-11-11,Mirissa (Whale Watching),Southern,Matara,100,208,48.08
2029-11-11,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,335,434,77.19
2029-11-11,Sigiriya Rock & Museum,Central,Matale,1482,2161,68.58
2029-11-11,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,454,192,236.46
2029-11-11,Temple of the Tooth (Kandy),Central,Kandy,1544,1398,110.44
2029-11-11,Udawalawe National Park,Uva,Monaragala,1821,854,213.23
2029-11-11,Wilpattu National Park,North_Western,Puttalam,1676,750,223.47
2029-11-11,Yala National Park,Southern,Hambantota,122,2133,5.72
2029-11-12,Adam's Peak (Sri Pada),Central,Nuwara Eliya,1,341,0.29
2029-11-12,Dambulla Cave Temple,Central,Matale,381,586,65.02
2029-11-12,Galle Fort,Southern,Galle,33,897,3.68
2029-11-12,Horton Plains (World's End),Central,Nuwara Eliya,125,270,46.3
2029-11-12,Jaffna Fort,Northern,Jaffna,1832,867,211.3
2029-11-12,Kaudulla National Park,North_Central,Polonnaruwa,534,622,85.85
2029-11-12,Knuckles Conservation Forest,Central,Matale,1790,846,211.58
2029-11-12,Mirissa (Whale Watching),Southern,Matara,32,208,15.38
2029-11-12,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,281,434,64.75
2029-11-12,Sigiriya Rock & Museum,Central,Matale,1402,2161,64.88
2029-11-12,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,387,192,201.56
2029-11-12,Temple of the Tooth (Kandy),Central,Kandy,1469,1398,105.08
2029-11-12,Udawalawe National Park,Uva,Monaragala,1755,854,205.5
2029-11-12,Wilpattu National Park,North_Western,Puttalam,1610,750,214.67
2029-11-12,Yala National Park,Southern,Hambantota,54,2133,2.53
2029-11-13,Adam's Peak (Sri Pada),Central,Nuwara Eliya,1,341,0.29
2029-11-13,Dambulla Cave Temple,Central,Matale,373,586,63.65
2029-11-13,Galle Fort,Southern,Galle,34,897,3.79
2029-11-13,Horton Plains (World's End),Central,Nuwara Eliya,125,270,46.3
2029-11-13,Jaffna Fort,Northern,Jaffna,1834,867,211.53
2029-11-13,Kaudulla National Park,North_Central,Polonnaruwa,536,622,86.17
2029-11-13,Knuckles Conservation Forest,Central,Matale,1792,846,211.82
2029-11-13,Mirissa (Whale Watching),Southern,Matara,34,208,16.35
2029-11-13,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,275,434,63.36
2029-11-13,Sigiriya Rock & Museum,Central,Matale,1371,2161,63.44
2029-11-13,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,388,192,202.08
2029-11-13,Temple of the Tooth (Kandy),Central,Kandy,1448,1398,103.58
2029-11-13,Udawalawe National Park,Uva,Monaragala,1756,854,205.62
2029-11-13,Wilpattu National Park,North_Western,Puttalam,1611,750,214.8
2029-11-13,Yala National Park,Southern,Hambantota,54,2133,2.53
2029-11-14,Adam's Peak (Sri Pada),Central,Nuwara Eliya,1,341,0.29
2029-11-14,Dambulla Cave Temple,Central,Matale,364,586,62.12
2029-11-14,Galle Fort,Southern,Galle,35,897,3.9
2029-11-14,Horton Plains (World's End),Central,Nuwara Eliya,125,270,46.3
2029-11-14,Jaffna Fort,Northern,Jaffna,1834,867,211.53
2029-11-14,Kaudulla National Park,North_Central,Polonnaruwa,537,622,86.33
2029-11-14,Knuckles Conservation Forest,Central,Matale,1792,846,211.82
2029-11-14,Mirissa (Whale Watching),Southern,Matara,34,208,16.35
2029-11-14,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,269,434,61.98
2029-11-14,Sigiriya Rock & Museum,Central,Matale,1339,2161,61.96
2029-11-14,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,388,192,202.08
2029-11-14,Temple of the Tooth (Kandy),Central,Kandy,1426,1398,102.0
2029-11-14,Udawalawe National Park,Uva,Monaragala,1757,854,205.74
2029-11-14,Wilpattu National Park,North_Western,Puttalam,1611,750,214.8
2029-11-14,Yala National Park,Southern,Hambantota,54,2133,2.53
2029-11-15,Adam's Peak (Sri Pada),Central,Nuwara Eliya,1,341,0.29
2029-11-15,Dambulla Cave Temple,Central,Matale,526,586,89.76
2029-11-15,Galle Fort,Southern,Galle,55,897,6.13
2029-11-15,Horton Plains (World's End),Central,Nuwara Eliya,189,270,70.0
2029-11-15,Jaffna Fort,Northern,Jaffna,2087,867,240.72
2029-11-15,Kaudulla National Park,North_Central,Polonnaruwa,801,622,128.78
2029-11-15,Knuckles Conservation Forest,Central,Matale,2037,846,240.78
2029-11-15,Mirissa (Whale Watching),Southern,Matara,54,208,25.96
2029-11-15,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,389,434,89.63
2029-11-15,Sigiriya Rock & Museum,Central,Matale,1930,2161,89.31
2029-11-15,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,466,192,242.71
2029-11-15,Temple of the Tooth (Kandy),Central,Kandy,2080,1398,148.78
2029-11-15,Udawalawe National Park,Uva,Monaragala,2056,854,240.75
2029-11-15,Wilpattu National Park,North_Western,Puttalam,1806,750,240.8
2029-11-15,Yala National Park,Southern,Hambantota,83,2133,3.89
2029-11-16,Adam's Peak (Sri Pada),Central,Nuwara Eliya,1,341,0.29
2029-11-16,Dambulla Cave Temple,Central,Matale,349,586,59.56
2029-11-16,Galle Fort,Southern,Galle,39,897,4.35
2029-11-16,Horton Plains (World's End),Central,Nuwara Eliya,130,270,48.15
2029-11-16,Jaffna Fort,Northern,Jaffna,1844,867,212.69
2029-11-16,Kaudulla National Park,North_Central,Polonnaruwa,550,622,88.42
2029-11-16,Knuckles Conservation Forest,Central,Matale,1801,846,212.88
2029-11-16,Mirissa (Whale Watching),Southern,Matara,38,208,18.27
2029-11-16,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,258,434,59.45
2029-11-16,Sigiriya Rock & Museum,Central,Matale,1278,2161,59.14
2029-11-16,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,392,192,204.17
2029-11-16,Temple of the Tooth (Kandy),Central,Kandy,1393,1398,99.64
2029-11-16,Udawalawe National Park,Uva,Monaragala,1768,854,207.03
2029-11-16,Wilpattu National Park,North_Western,Puttalam,1619,750,215.87
2029-11-16,Yala National Park,Southern,Hambantota,58,2133,2.72
2029-11-17,Adam's Peak (Sri Pada),Central,Nuwara Eliya,8,341,2.35
2029-11-17,Dambulla Cave Temple,Central,Matale,392,586,66.89
2029-11-17,Galle Fort,Southern,Galle,111,897,12.37
2029-11-17,Horton Plains (World's End),Central,Nuwara Eliya,204,270,75.56
2029-11-17,Jaffna Fort,Northern,Jaffna,1920,867,221.45
2029-11-17,Kaudulla National Park,North_Central,Polonnaruwa,626,622,100.64
2029-11-17,Knuckles Conservation Forest,Central,Matale,1877,846,221.87
2029-11-17,Mirissa (Whale Watching),Southern,Matara,110,208,52.88
2029-11-17,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,303,434,69.82
2029-11-17,Sigiriya Rock & Museum,Central,Matale,1301,2161,60.2
2029-11-17,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,463,192,241.15
2029-11-17,Temple of the Tooth (Kandy),Central,Kandy,1434,1398,102.58
2029-11-17,Udawalawe National Park,Uva,Monaragala,1844,854,215.93
2029-11-17,Wilpattu National Park,North_Western,Puttalam,1694,750,225.87
2029-11-17,Yala National Park,Southern,Hambantota,130,2133,6.09
2029-11-18,Adam's Peak (Sri Pada),Central,Nuwara Eliya,8,341,2.35
2029-11-18,Dambulla Cave Temple,Central,Matale,385,586,65.7
2029-11-18,Galle Fort,Southern,Galle,114,897,12.71
2029-11-18,Horton Plains (World's End),Central,Nuwara Eliya,207,270,76.67
2029-11-18,Jaffna Fort,Northern,Jaffna,1924,867,221.91
2029-11-18,Kaudulla National Park,North_Central,Polonnaruwa,630,622,101.29
2029-11-18,Knuckles Conservation Forest,Central,Matale,1881,846,222.34
2029-11-18,Mirissa (Whale Watching),Southern,Matara,113,208,54.33
2029-11-18,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,298,434,68.66
2029-11-18,Sigiriya Rock & Museum,Central,Matale,1273,2161,58.91
2029-11-18,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,463,192,241.15
2029-11-18,Temple of the Tooth (Kandy),Central,Kandy,1415,1398,101.22
2029-11-18,Udawalawe National Park,Uva,Monaragala,1848,854,216.39
2029-11-18,Wilpattu National Park,North_Western,Puttalam,1698,750,226.4
2029-11-18,Yala National Park,Southern,Hambantota,133,2133,6.24
2029-11-19,Adam's Peak (Sri Pada),Central,Nuwara Eliya,1,341,0.29
2029-11-19,Dambulla Cave Temple,Central,Matale,330,586,56.31
2029-11-19,Galle Fort,Southern,Galle,46,897,5.13
2029-11-19,Horton Plains (World's End),Central,Nuwara Eliya,140,270,51.85
2029-11-19,Jaffna Fort,Northern,Jaffna,1858,867,214.3
2029-11-19,Kaudulla National Park,North_Central,Polonnaruwa,563,622,90.51
2029-11-19,Knuckles Conservation Forest,Central,Matale,1815,846,214.54
2029-11-19,Mirissa (Whale Watching),Southern,Matara,45,208,21.63
2029-11-19,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,245,434,56.45
2029-11-19,Sigiriya Rock & Museum,Central,Matale,1196,2161,55.34
2029-11-19,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,401,192,208.85
2029-11-19,Temple of the Tooth (Kandy),Central,Kandy,1341,1398,95.92
2029-11-19,Udawalawe National Park,Uva,Monaragala,1782,854,208.67
2029-11-19,Wilpattu National Park,North_Western,Puttalam,1631,750,217.47
2029-11-19,Yala National Park,Southern,Hambantota,65,2133,3.05
2029-11-20,Adam's Peak (Sri Pada),Central,Nuwara Eliya,1,341,0.29
2029-11-20,Dambulla Cave Temple,Central,Matale,322,586,54.95
2029-11-20,Galle Fort,Southern,Galle,48,897,5.35
2029-11-20,Horton Plains (World's End),Central,Nuwara Eliya,140,270,51.85
2029-11-20,Jaffna Fort,Northern,Jaffna,1860,867,214.53
2029-11-20,Kaudulla National Park,North_Central,Polonnaruwa,565,622,90.84
2029-11-20,Knuckles Conservation Forest,Central,Matale,1817,846,214.78
2029-11-20,Mirissa (Whale Watching),Southern,Matara,47,208,22.6
2029-11-20,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,240,434,55.3
2029-11-20,Sigiriya Rock & Museum,Central,Matale,1167,2161,54.0
2029-11-20,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,402,192,209.38
2029-11-20,Temple of the Tooth (Kandy),Central,Kandy,1321,1398,94.49
2029-11-20,Udawalawe National Park,Uva,Monaragala,1784,854,208.9
2029-11-20,Wilpattu National Park,North_Western,Puttalam,1633,750,217.73
2029-11-20,Yala National Park,Southern,Hambantota,66,2133,3.09
2029-11-21,Adam's Peak (Sri Pada),Central,Nuwara Eliya,1,341,0.29
2029-11-21,Dambulla Cave Temple,Central,Matale,315,586,53.75
2029-11-21,Galle Fort,Southern,Galle,49,897,5.46
2029-11-21,Horton Plains (World's End),Central,Nuwara Eliya,141,270,52.22
2029-11-21,Jaffna Fort,Northern,Jaffna,1861,867,214.65
2029-11-21,Kaudulla National Park,North_Central,Polonnaruwa,566,622,91.0
2029-11-21,Knuckles Conservation Forest,Central,Matale,1818,846,214.89
2029-11-21,Mirissa (Whale Watching),Southern,Matara,48,208,23.08
2029-11-21,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,234,434,53.92
2029-11-21,Sigiriya Rock & Museum,Central,Matale,1138,2161,52.66
2029-11-21,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,403,192,209.9
2029-11-21,Temple of the Tooth (Kandy),Central,Kandy,1302,1398,93.13
2029-11-21,Udawalawe National Park,Uva,Monaragala,1785,854,209.02
2029-11-21,Wilpattu National Park,North_Western,Puttalam,1634,750,217.87
2029-11-21,Yala National Park,Southern,Hambantota,67,2133,3.14
2029-11-22,Adam's Peak (Sri Pada),Central,Nuwara Eliya,1,341,0.29
2029-11-22,Dambulla Cave Temple,Central,Matale,312,586,53.24
2029-11-22,Galle Fort,Southern,Galle,51,897,5.69
2029-11-22,Horton Plains (World's End),Central,Nuwara Eliya,145,270,53.7
2029-11-22,Jaffna Fort,Northern,Jaffna,1873,867,216.03
2029-11-22,Kaudulla National Park,North_Central,Polonnaruwa,579,622,93.09
2029-11-22,Knuckles Conservation Forest,Central,Matale,1830,846,216.31
2029-11-22,Mirissa (Whale Watching),Southern,Matara,51,208,24.52
2029-11-22,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,232,434,53.46
2029-11-22,Sigiriya Rock & Museum,Central,Matale,1127,2161,52.15
2029-11-22,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,407,192,211.98
2029-11-22,Temple of the Tooth (Kandy),Central,Kandy,1303,1398,93.2
2029-11-22,Udawalawe National Park,Uva,Monaragala,1799,854,210.66
2029-11-22,Wilpattu National Park,North_Western,Puttalam,1644,750,219.2
2029-11-22,Yala National Park,Southern,Hambantota,70,2133,3.28
2029-11-23,Adam's Peak (Sri Pada),Central,Nuwara Eliya,1,341,0.29
2029-11-23,Dambulla Cave Temple,Central,Matale,297,586,50.68
2029-11-23,Galle Fort,Southern,Galle,52,897,5.8
2029-11-23,Horton Plains (World's End),Central,Nuwara Eliya,143,270,52.96
2029-11-23,Jaffna Fort,Northern,Jaffna,1859,867,214.42
2029-11-23,Kaudulla National Park,North_Central,Polonnaruwa,564,622,90.68
2029-11-23,Knuckles Conservation Forest,Central,Matale,1817,846,214.78
2029-11-23,Mirissa (Whale Watching),Southern,Matara,51,208,24.52
2029-11-23,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,222,434,51.15
2029-11-23,Sigiriya Rock & Museum,Central,Matale,1070,2161,49.51
2029-11-23,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,405,192,210.94
2029-11-23,Temple of the Tooth (Kandy),Central,Kandy,1248,1398,89.27
2029-11-23,Udawalawe National Park,Uva,Monaragala,1783,854,208.78
2029-11-23,Wilpattu National Park,North_Western,Puttalam,1634,750,217.87
2029-11-23,Yala National Park,Southern,Hambantota,70,2133,3.28
2029-11-24,Adam's Peak (Sri Pada),Central,Nuwara Eliya,8,341,2.35
2029-11-24,Dambulla Cave Temple,Central,Matale,340,586,58.02
2029-11-24,Galle Fort,Southern,Galle,125,897,13.94
2029-11-24,Horton Plains (World's End),Central,Nuwara Eliya,217,270,80.37
2029-11-24,Jaffna Fort,Northern,Jaffna,1933,867,222.95
2029-11-24,Kaudulla National Park,North_Central,Polonnaruwa,637,622,102.41
2029-11-24,Knuckles Conservation Forest,Central,Matale,1890,846,223.4
2029-11-24,Mirissa (Whale Watching),Southern,Matara,124,208,59.62
2029-11-24,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,266,434,61.29
2029-11-24,Sigiriya Rock & Museum,Central,Matale,1094,2161,50.62
2029-11-24,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,464,192,241.67
2029-11-24,Temple of the Tooth (Kandy),Central,Kandy,1286,1398,91.99
2029-11-24,Udawalawe National Park,Uva,Monaragala,1857,854,217.45
2029-11-24,Wilpattu National Park,North_Western,Puttalam,1707,750,227.6
2029-11-24,Yala National Park,Southern,Hambantota,143,2133,6.7
2029-11-25,Adam's Peak (Sri Pada),Central,Nuwara Eliya,8,341,2.35
2029-11-25,Dambulla Cave Temple,Central,Matale,335,586,57.17
2029-11-25,Galle Fort,Southern,Galle,128,897,14.27
2029-11-25,Horton Plains (World's End),Central,Nuwara Eliya,220,270,81.48
2029-11-25,Jaffna Fort,Northern,Jaffna,1937,867,223.41
2029-11-25,Kaudulla National Park,North_Central,Polonnaruwa,640,622,102.89
2029-11-25,Knuckles Conservation Forest,Central,Matale,1895,846,224.0
2029-11-25,Mirissa (Whale Watching),Southern,Matara,127,208,61.06
2029-11-25,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,263,434,60.6
2029-11-25,Sigiriya Rock & Museum,Central,Matale,1069,2161,49.47
2029-11-25,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,464,192,241.67
2029-11-25,Temple of the Tooth (Kandy),Central,Kandy,1268,1398,90.7
2029-11-25,Udawalawe National Park,Uva,Monaragala,1861,854,217.92
2029-11-25,Wilpattu National Park,North_Western,Puttalam,1711,750,228.13
2029-11-25,Yala National Park,Southern,Hambantota,146,2133,6.84
2029-11-26,Adam's Peak (Sri Pada),Central,Nuwara Eliya,1,341,0.29
2029-11-26,Dambulla Cave Temple,Central,Matale,281,586,47.95
2029-11-26,Galle Fort,Southern,Galle,60,897,6.69
2029-11-26,Horton Plains (World's End),Central,Nuwara Eliya,153,270,56.67
2029-11-26,Jaffna Fort,Northern,Jaffna,1871,867,215.8
2029-11-26,Kaudulla National Park,North_Central,Polonnaruwa,574,622,92.28
2029-11-26,Knuckles Conservation Forest,Central,Matale,1828,846,216.08
2029-11-26,Mirissa (Whale Watching),Southern,Matara,59,208,28.37
2029-11-26,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,210,434,48.39
2029-11-26,Sigiriya Rock & Museum,Central,Matale,996,2161,46.09
2029-11-26,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,413,192,215.1
2029-11-26,Temple of the Tooth (Kandy),Central,Kandy,1195,1398,85.48
2029-11-26,Udawalawe National Park,Uva,Monaragala,1795,854,210.19
2029-11-26,Wilpattu National Park,North_Western,Puttalam,1645,750,219.33
2029-11-26,Yala National Park,Southern,Hambantota,79,2133,3.7
2029-11-27,Adam's Peak (Sri Pada),Central,Nuwara Eliya,1,341,0.29
2029-11-27,Dambulla Cave Temple,Central,Matale,274,586,46.76
2029-11-27,Galle Fort,Southern,Galle,63,897,7.02
2029-11-27,Horton Plains (World's End),Central,Nuwara Eliya,155,270,57.41
2029-11-27,Jaffna Fort,Northern,Jaffna,1873,867,216.03
2029-11-27,Kaudulla National Park,North_Central,Polonnaruwa,575,622,92.44
2029-11-27,Knuckles Conservation Forest,Central,Matale,1830,846,216.31
2029-11-27,Mirissa (Whale Watching),Southern,Matara,62,208,29.81
2029-11-27,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,206,434,47.47
2029-11-27,Sigiriya Rock & Museum,Central,Matale,972,2161,44.98
2029-11-27,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,414,192,215.62
2029-11-27,Temple of the Tooth (Kandy),Central,Kandy,1177,1398,84.19
2029-11-27,Udawalawe National Park,Uva,Monaragala,1797,854,210.42
2029-11-27,Wilpattu National Park,North_Western,Puttalam,1647,750,219.6
2029-11-27,Yala National Park,Southern,Hambantota,81,2133,3.8
2029-11-28,Adam's Peak (Sri Pada),Central,Nuwara Eliya,1,341,0.29
2029-11-28,Dambulla Cave Temple,Central,Matale,268,586,45.73
2029-11-28,Galle Fort,Southern,Galle,64,897,7.13
2029-11-28,Horton Plains (World's End),Central,Nuwara Eliya,156,270,57.78
2029-11-28,Jaffna Fort,Northern,Jaffna,1875,867,216.26
2029-11-28,Kaudulla National Park,North_Central,Polonnaruwa,576,622,92.6
2029-11-28,Knuckles Conservation Forest,Central,Matale,1832,846,216.55
2029-11-28,Mirissa (Whale Watching),Southern,Matara,63,208,30.29
2029-11-28,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,201,434,46.31
2029-11-28,Sigiriya Rock & Museum,Central,Matale,948,2161,43.87
2029-11-28,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,415,192,216.15
2029-11-28,Temple of the Tooth (Kandy),Central,Kandy,1159,1398,82.9
2029-11-28,Udawalawe National Park,Uva,Monaragala,1798,854,210.54
2029-11-28,Wilpattu National Park,North_Western,Puttalam,1648,750,219.73
2029-11-28,Yala National Park,Southern,Hambantota,82,2133,3.84
2029-11-29,Adam's Peak (Sri Pada),Central,Nuwara Eliya,1,341,0.29
2029-11-29,Dambulla Cave Temple,Central,Matale,263,586,44.88
2029-11-29,Galle Fort,Southern,Galle,66,897,7.36
2029-11-29,Horton Plains (World's End),Central,Nuwara Eliya,158,270,58.52
2029-11-29,Jaffna Fort,Northern,Jaffna,1878,867,216.61
2029-11-29,Kaudulla National Park,North_Central,Polonnaruwa,579,622,93.09
2029-11-29,Knuckles Conservation Forest,Central,Matale,1835,846,216.9
2029-11-29,Mirissa (Whale Watching),Southern,Matara,65,208,31.25
2029-11-29,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,198,434,45.62
2029-11-29,Sigiriya Rock & Museum,Central,Matale,926,2161,42.85
2029-11-29,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,418,192,217.71
2029-11-29,Temple of the Tooth (Kandy),Central,Kandy,1143,1398,81.76
2029-11-29,Udawalawe National Park,Uva,Monaragala,1802,854,211.01
2029-11-29,Wilpattu National Park,North_Western,Puttalam,1651,750,220.13
2029-11-29,Yala National Park,Southern,Hambantota,85,2133,3.98
2029-11-30,Adam's Peak (Sri Pada),Central,Nuwara Eliya,1,341,0.29
2029-11-30,Dambulla Cave Temple,Central,Matale,258,586,44.03
2029-11-30,Galle Fort,Southern,Galle,69,897,7.69
2029-11-30,Horton Plains (World's End),Central,Nuwara Eliya,161,270,59.63
2029-11-30,Jaffna Fort,Northern,Jaffna,1881,867,216.96
2029-11-30,Kaudulla National Park,North_Central,Polonnaruwa,581,622,93.41
2029-11-30,Knuckles Conservation Forest,Central,Matale,1838,846,217.26
2029-11-30,Mirissa (Whale Watching),Southern,Matara,67,208,32.21
2029-11-30,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,194,434,44.7
